"","firstname","count","taux_sm","taux_ab","taux_b","taux_tb","taux_fel"
"1231","Anca",1,1,0,0,0,0
"1232","Ancelin",11,0,0,0.272727272727273,0.545454545454545,0.181818181818182
"1233","Anceline",6,0,0.166666666666667,0.333333333333333,0.5,0
"1234","Anchar",1,0,0,0,1,0
"1235","Anchfatie",1,0,0,1,0,0
"1236","Ancillon",2,0,0,1,0,0
"1237","Andalyb",1,0,1,0,0,0
"1238","Andella",1,0,1,0,0,0
"1239","Ander",1,0,0,1,0,0
"1240","Anderson",2,0,0.5,0.5,0,0
"1241","Andgel",6,0.333333333333333,0.5,0.166666666666667,0,0
"1242","Andias",1,0,0,0,1,0
"1243","Andita",1,0,1,0,0,0
"1244","Andjy",1,1,0,0,0,0
"1245","Andogue",1,1,0,0,0,0
"1246","Andolinë",1,0,1,0,0,0
"1247","Andoni",3,0,0.333333333333333,0.666666666666667,0,0
"1248","Andontsoa",1,0,0,0,0,1
"1249","Andra",1,0,0,1,0,0
"1250","Andrada",1,0,0,0,0,1
"1251","Andrade",5,0.6,0,0,0.2,0.2
"1252","Andraya",1,0,1,0,0,0
"1253","Andre",5,0,0.2,0,0.8,0
"1254","Andrea",86,0.0697674418604651,0.151162790697674,0.430232558139535,0.209302325581395,0.13953488372093
"1255","Andreane",1,0,1,0,0,0
"1256","Andreans",1,0,1,0,0,0
"1257","Andreas",8,0,0,0.375,0.5,0.125
"1258","Andreea",7,0.571428571428571,0.142857142857143,0,0.142857142857143,0.142857142857143
"1259","Andreea-Ioana",1,1,0,0,0,0
"1260","Andrei",10,0.1,0.3,0.3,0.2,0.1
"1261","Andres",2,0,0,1,0,0
"1262","Andrew",16,0.125,0.4375,0.125,0.25,0.0625
"1263","Andrew-Brice",1,1,0,0,0,0
"1264","Andrey",3,0.333333333333333,0,0,0.333333333333333,0.333333333333333
"1265","Andreï-Viorel",1,0,1,0,0,0
"1266","Andria",11,0.272727272727273,0,0.181818181818182,0.272727272727273,0.272727272727273
"1267","Andriamaro",1,0,0,1,0,0
"1268","Andrian",1,0,0,0,1,0
"1269","Andriana",1,0,0,1,0,0
"1270","Andrianina",1,0,0,0,1,0
"1271","Andrianja",1,0,0,1,0,0
"1272","Andriantsiry",1,0,0,0,1,0
"1273","Andriatsima",1,1,0,0,0,0
"1274","Andriatsimiha",1,0,0,0,1,0
"1275","Andrice",1,1,0,0,0,0
"1276","Andrieu",3,0.333333333333333,0,0.333333333333333,0.333333333333333,0
"1277","Andrii",2,0.5,0,0,0.5,0
"1278","Andrija",1,1,0,0,0,0
"1279","Andrina",1,0,1,0,0,0
"1280","Andry",3,0.333333333333333,0,0,0,0.666666666666667
"1281","Andrès",1,0,0,0,0,1
"1282","André",10,0.1,0.1,0.5,0.1,0.2
"1283","Andréa",131,0.122137404580153,0.320610687022901,0.251908396946565,0.175572519083969,0.129770992366412
"1284","Andréan",1,0,1,0,0,0
"1285","Andréane",1,0,0,0,1,0
"1286","Andréanne",1,0,0,0,0,1
"1287","Andréas",30,0.1,0.433333333333333,0.266666666666667,0.133333333333333,0.0666666666666667
"1288","Andrée",1,0,0,1,0,0
"1289","Andréea",1,0,0,1,0,0
"1290","Andréina",1,0,1,0,0,0
"1291","Andrés",1,0,1,0,0,0
"1292","Andueza",1,0,1,0,0,0
"1293","Andy",56,0.303571428571429,0.321428571428571,0.214285714285714,0.142857142857143,0.0178571428571429
"1294","Andélys",1,0,0,0,0,1
"1295","Andéol",3,0,0,0,0.666666666666667,0.333333333333333
"1296","Anea",2,0,1,0,0,0
"1297","Aneesa",1,1,0,0,0,0
"1298","Anel",2,0,0.5,0.5,0,0
"1299","Anela",2,1,0,0,0,0
"1300","Anelis",1,1,0,0,0,0
"1301","Aneliss",1,1,0,0,0,0
"1302","Anella",5,0.4,0,0,0.4,0.2
"1303","Anelle",1,0,0,0,1,0
"1304","Anelli",3,0,0,0.666666666666667,0,0.333333333333333
"1305","Anello",1,0,1,0,0,0
"1306","Anellya",1,0,1,0,0,0
"1307","Anelsie",1,0,1,0,0,0
"1308","Anelsya",1,0,0,1,0,0
"1309","Anely",2,0,0,0,1,0
"1310","Anelya",1,0,0,0,1,0
"1311","Anelyne",2,0,0,0,1,0
"1312","Anes",8,0.375,0.375,0.125,0.125,0
"1313","Aneska",1,1,0,0,0,0
"1314","Aness",4,0.25,0.25,0.25,0.25,0
"1315","Anfal",2,0,1,0,0,0
"1316","Anfane",1,1,0,0,0,0
"1317","Anfel",4,0.25,0,0,0,0.75
"1318","Anflatoune",1,0,0,1,0,0
"1319","Ange",66,0.196969696969697,0.227272727272727,0.196969696969697,0.303030303030303,0.0757575757575758
"1320","Ange-André",1,0,0,0,0,1
"1321","Ange-Antoine",1,0,0,1,0,0
"1322","Ange-Baptiste",1,1,0,0,0,0
"1323","Ange-Etienne",1,0,1,0,0,0
"1324","Ange-François",1,0,0,0,1,0
"1325","Ange-Line",1,0,1,0,0,0
"1326","Ange-Lyne",1,0,0,1,0,0
"1327","Ange-Lynn",2,0,0,0,1,0
"1328","Ange-Marie",4,0.25,0,0.75,0,0
"1329","Ange-Mathieu",2,0,1,0,0,0
"1330","Ange-Matteo",1,1,0,0,0,0
"1331","Angel",37,0.216216216216216,0.351351351351351,0.27027027027027,0.135135135135135,0.027027027027027
"1332","Angel's",1,0,1,0,0,0
"1333","Angel-Louis",1,0,1,0,0,0
"1334","Angela",29,0.310344827586207,0.241379310344828,0.172413793103448,0.137931034482759,0.137931034482759
"1335","Angelaud",1,0,1,0,0,0
"1336","Angele",16,0,0.1875,0.125,0.3125,0.375
"1337","Angeli",2,0,1,0,0,0
"1338","Angelia",1,0,0,1,0,0
"1339","Angelica",1,1,0,0,0,0
"1340","Angelie",1,0,0,0,1,0
"1341","Angelier-Leplan",1,0,0,1,0,0
"1342","Angelika",1,1,0,0,0,0
"1343","Angelin",1,0,0,0,1,0
"1344","Angelina",62,0.193548387096774,0.419354838709677,0.17741935483871,0.145161290322581,0.0645161290322581
"1345","Angeline",30,0.233333333333333,0.2,0.4,0.1,0.0666666666666667
"1346","Angelinne",1,0,0,1,0,0
"1347","Angelino",1,1,0,0,0,0
"1348","Angeliqua",1,0,1,0,0,0
"1349","Angelique",5,0.2,0.2,0.4,0.2,0
"1350","Angelis",1,0,0,1,0,0
"1351","Angelle",1,0,0,1,0,0
"1352","Angelo",42,0.333333333333333,0.261904761904762,0.19047619047619,0.166666666666667,0.0476190476190476
"1353","Angelos",1,0,1,0,0,0
"1354","Angely",1,0,0,0,1,0
"1355","Angelyna",2,0.5,0,0.5,0,0
"1356","Angelyne",4,0.25,0.5,0.25,0,0
"1357","Angenieux",1,0,0,0,1,0
"1358","Anggun",1,0,0,0,0,1
"1359","Angham",1,0,1,0,0,0
"1360","Angharad",1,1,0,0,0,0
"1361","Anghjula-Maria",1,0,1,0,0,0
"1362","Anghjulina",1,0,0,1,0,0
"1363","Anghjulu",2,0,0.5,0,0.5,0
"1364","Angibaud",1,0,0,1,0,0
"1365","Angie",28,0.25,0.392857142857143,0.142857142857143,0.178571428571429,0.0357142857142857
"1366","Anglade",1,0,0,1,0,0
"1367","Angloma",1,0,1,0,0,0
"1368","Angot",1,0,0,0,1,0
"1369","Angus",6,0,0,0.333333333333333,0.5,0.166666666666667
"1370","Angustia",1,1,0,0,0,0
"1371","Angy",6,0,0.5,0.166666666666667,0.166666666666667,0.166666666666667
"1372","Angèl",1,0,1,0,0,0
"1373","Angèle",108,0.0925925925925926,0.194444444444444,0.287037037037037,0.222222222222222,0.203703703703704
"1374","Angèle-Brigitte-Sylvi",1,0,0,1,0,0
"1375","Angèle-Gaëlle",1,0,1,0,0,0
"1376","Angéla",7,0.142857142857143,0.142857142857143,0.428571428571429,0.142857142857143,0.142857142857143
"1377","Angéli",1,0,0,0,1,0
"1378","Angélia",1,1,0,0,0,0
"1379","Angélica",1,1,0,0,0,0
"1380","Angélie",1,0,0,1,0,0
"1381","Angélika",1,0,0,0,0,1
"1382","Angélina",36,0.416666666666667,0.166666666666667,0.138888888888889,0.194444444444444,0.0833333333333333
"1383","Angélina-Maria",2,0,0,1,0,0
"1384","Angéline",28,0.25,0.178571428571429,0.285714285714286,0.25,0.0357142857142857
"1385","Angélino",1,0,0,0,0,1
"1386","Angélio",1,0,0,0,0,1
"1387","Angélique",15,0.133333333333333,0.266666666666667,0.333333333333333,0.0666666666666667,0.2
"1388","Angélo",6,0.5,0.166666666666667,0.166666666666667,0.166666666666667,0
"1389","Angélyne",2,0,0,0.5,0.5,0
"1390","Angélys",1,0,0,1,0,0
"1391","Anh-Dao",1,0,0,0,1,0
"1392","Anhelina",1,1,0,0,0,0
"1393","Anhelina-Mariia",1,0,1,0,0,0
"1394","Ani",5,0.4,0.2,0.2,0.2,0
"1395","Ania",8,0.5,0.125,0.25,0,0.125
"1396","Anicet",7,0,0,0.571428571428571,0.285714285714286,0.142857142857143
"1397","Anicha",1,0,0,0,1,0
"1398","Anichini",1,0,0,1,0,0
"1399","Anicée",2,0,0,0.5,0.5,0
"1400","Aniela",2,0,1,0,0,0
"1401","Anika",1,0,0,0,0,1
"1402","Anil",5,0.2,0.2,0.2,0.4,0
"1403","Anila",1,1,0,0,0,0
"1404","Anilson",1,0,0,1,0,0
"1405","Anir",2,0,0.5,0.5,0,0
"1406","Anis",55,0.236363636363636,0.236363636363636,0.290909090909091,0.163636363636364,0.0727272727272727
"1407","Anisa",4,0,0.25,0.75,0,0
"1408","Anish",1,0,0,0,0,1
"1409","Anisha",3,0,0.333333333333333,0.333333333333333,0.333333333333333,0
"1410","Aniss",6,0,0.333333333333333,0.166666666666667,0.5,0
"1411","Anissa",67,0.238805970149254,0.194029850746269,0.343283582089552,0.208955223880597,0.0149253731343284
"1412","Anissa-Houria-Jacqueline",1,0,0,1,0,0
"1413","Anissati",2,1,0,0,0,0
"1414","Anisse",1,0,1,0,0,0
"1415","Anissia",3,0.333333333333333,0,0.333333333333333,0.333333333333333,0
"1416","Anita",14,0.142857142857143,0.214285714285714,0.357142857142857,0.142857142857143,0.142857142857143
"1417","Anita-Tounès",1,0,0,0,1,0
"1418","Anitha",1,0,0,0,1,0
"1419","Aniya",2,0,0,0.5,0.5,0
"1420","Anja",6,0.333333333333333,0.333333333333333,0.333333333333333,0,0
"1421","Anjali",5,0.2,0.2,0,0.2,0.4
"1422","Anjalie",3,0,0.333333333333333,0,0.666666666666667,0
"1423","Anjara",2,0,0,0.5,0.5,0
"1424","Anjaramanantsoa",1,0,0,0,0,1
"1425","Anjel",1,0,1,0,0,0
"1426","Anjelica",1,1,0,0,0,0
"1427","Anjélie",1,0,0,1,0,0
"1428","Ankhann",1,0,0,1,0,0
"1429","Ankidi",1,1,0,0,0,0
"1430","Ankidine",1,0,1,0,0,0
"1431","Ankira",1,0,0,0,0,1
"1432","Anli",1,0,1,0,0,0
"1433","Ann-Eliette",1,0,0,1,0,0
"1434","Ann-Kelly",1,0,1,0,0,0
"1435","Ann-Lise",1,0,0,1,0,0
"1436","Anna",517,0.0793036750483559,0.152804642166344,0.263056092843327,0.263056092843327,0.241779497098646
"1437","Anna-Alexandra",1,0,0,0,1,0
"1438","Anna-Belle",1,0,0,0,1,0
"1439","Anna-Carmen",1,0,0,1,0,0
"1440","Anna-Clara",1,0,0,1,0,0
"1441","Anna-Cloé",1,0,0,1,0,0
"1442","Anna-Dea",1,0,1,0,0,0
"1443","Anna-Déa",1,0,0,0,1,0
"1444","Anna-Giulia",1,0,0,1,0,0
"1445","Anna-Joyce",1,0,0,0,1,0
"1446","Anna-Kim",1,0,0,0,0,1
"1447","Anna-Lea",1,0,0,0,1,0
"1448","Anna-Lee",1,0,0,1,0,0
"1449","Anna-Lia",1,0,0,0,1,0
"1450","Anna-Line",1,0,0,0,0,1
"1451","Anna-Lisa",1,1,0,0,0,0
"1452","Anna-Livia",2,0,0.5,0,0.5,0
"1453","Anna-Lou",5,0.4,0.2,0.2,0,0.2
"1454","Anna-Lynne",1,0,1,0,0,0
"1455","Anna-Léa",1,1,0,0,0,0
"1456","Anna-Maria",1,0,1,0,0,0
"1457","Anna-Marie",1,0,0,0,1,0
"1458","Anna-Niamh",1,0,1,0,0,0
"1459","Anna-Rose",8,0,0,0.5,0.375,0.125
"1460","Annabel",2,0,0.5,0,0,0.5
"1461","Annabella",1,0,0,0,1,0
"1462","Annabelle",38,0.105263157894737,0.236842105263158,0.210526315789474,0.315789473684211,0.131578947368421
"1463","Annadea",1,0,0,0,0,1
"1464","Annae",2,0,0,1,0,0
"1465","Annael",1,0,1,0,0,0
"1466","Annaelle",13,0,0.153846153846154,0.461538461538462,0.307692307692308,0.0769230769230769
"1467","Annah",2,0,0,0,0.5,0.5
"1468","Annahe",1,0,0,1,0,0
"1469","Annaig",2,0,0,0.5,0,0.5
"1470","Annalia",1,0,0,1,0,0
"1471","Annaline",4,0.25,0,0.25,0.25,0.25
"1472","Annalisa",1,0,1,0,0,0
"1473","Annalya",2,0.5,0.5,0,0,0
"1474","Annalyne",3,0,0,0.333333333333333,0.666666666666667,0
"1475","Annamaria",1,0,0,1,0,0
"1476","Annan",1,0,0,0,0,1
"1477","Annani",1,0,0,0,1,0
"1478","Annathéa",1,1,0,0,0,0
"1479","Annaya",1,0,0,1,0,0
"1480","Annaé",6,0,0.166666666666667,0.5,0.166666666666667,0.166666666666667
"1481","Annaël",2,0,0,0,1,0
"1482","Annaële",2,0,0.5,0,0.5,0
"1483","Annaëlle",49,0.0612244897959184,0.163265306122449,0.224489795918367,0.224489795918367,0.326530612244898
"1484","Annaïne",1,0,1,0,0,0
"1485","Annaïs",4,0.5,0,0.25,0,0.25
"1486","Anne",22,0.227272727272727,0.0909090909090909,0.227272727272727,0.0909090909090909,0.363636363636364
"1487","Anne-Bertille",1,0,0,0,1,0
"1488","Anne-Caroline",1,0,0,0,0,1
"1489","Anne-Charlotte",5,0.2,0.4,0.2,0.2,0
"1490","Anne-Christy",1,0,0,0,1,0
"1491","Anne-Claire",1,0,0,1,0,0
"1492","Anne-Eleonore",1,0,1,0,0,0
"1493","Anne-Elie",1,0,0,0,1,0
"1494","Anne-Elisa",1,0,0,0,0,1
"1495","Anne-Elisabeth",1,0,0,0,1,0
"1496","Anne-Elise",1,0,0,0,0,1
"1497","Anne-Flaure",1,0,0,1,0,0
"1498","Anne-Flore",2,0,1,0,0,0
"1499","Anne-Garance",1,0,1,0,0,0
"1500","Anne-Gaëlle",1,0,0,1,0,0
"1501","Anne-Jacky",1,1,0,0,0,0
"1502","Anne-Korydwen",1,0,0,1,0,0
"1503","Anne-Laure",5,0.4,0.2,0.2,0.2,0
"1504","Anne-Lise",8,0.125,0,0.25,0.5,0.125
"1505","Anne-Lucie",1,0,0,0,1,0
"1506","Anne-Lys",1,0,0,0,1,0
"1507","Anne-Rachel",1,0,0,1,0,0
"1508","Anne-Rose",2,0.5,0,0,0,0.5
"1509","Anne-Solene",1,0,0,1,0,0
"1510","Anne-Sophie",7,0.142857142857143,0.142857142857143,0,0.142857142857143,0.571428571428571
"1511","Anne-Thérèse",1,0,0,1,0,0
"1512","Anne-Zoélie",1,0,0,0,0,1
"1513","Annelise",1,1,0,0,0,0
"1514","Annelle",1,0,0,0,1,0
"1515","Annes",1,0,0,0,1,0
"1516","Annette",1,0,0,0,1,0
"1517","Anneïsha",1,1,0,0,0,0
"1518","Annfel",1,0,0,1,0,0
"1519","Annie",7,0.428571428571429,0.285714285714286,0,0.142857142857143,0.142857142857143
"1520","Annissa",1,0,1,0,0,0
"1521","Annony",1,0,1,0,0,0
"1522","Annouck",1,0,0,0,0,1
"1523","Annouk",1,0,0,0,0,1
"1524","Annwenn",2,0,0,0.5,0.5,0
"1525","Annwyvn",1,0,1,0,0,0
"1526","Annya",1,1,0,0,0,0
"1527","Annycia",1,0,1,0,0,0
"1528","Ano",1,1,0,0,0,0
"1529","Anoa",1,1,0,0,0,0
"1530","Anoline",1,0,0,1,0,0
"1531","Anonn",1,0,1,0,0,0
"1532","Anouar",8,0.5,0.375,0.125,0,0
"1533","Anouch",1,0,0,1,0,0
"1534","Anouche",1,0,0,1,0,0
"1535","Anouchka",9,0.111111111111111,0.111111111111111,0.111111111111111,0.333333333333333,0.333333333333333
"1536","Anouck",30,0.0333333333333333,0.233333333333333,0.133333333333333,0.3,0.3
"1537","Anouk",120,0.0583333333333333,0.175,0.258333333333333,0.291666666666667,0.216666666666667
"1538","Anouk-Solveig",1,0,1,0,0,0
"1539","Anoushka",2,1,0,0,0,0
"1540","Anoïk",1,0,0,0,0,1
"1541","Anquetil",3,0,0.333333333333333,0.333333333333333,0,0.333333333333333
"1542","Anrabiyou",2,1,0,0,0,0
"1543","Ansar",2,0,0,0,1,0
"1544","Ansart",1,0,0,1,0,0
"1545","Ansel",1,0,0,0,1,0
"1546","Anselme",13,0.0769230769230769,0.153846153846154,0.384615384615385,0.0769230769230769,0.307692307692308
"1547","Ansurdine",1,0,0,0,1,0
"1548","Ansème",1,0,0,0,0,1
"1549","Anta",2,0,1,0,0,0
"1550","Antar",4,0.5,0,0,0,0.5
"1551","Antas",1,0,1,0,0,0
"1552","Antea",1,0,0,0,0,1
"1553","Antelo",1,0,0,1,0,0
"1554","Anteo",1,0,1,0,0,0
"1555","Anthea",5,0.4,0,0.6,0,0
"1556","Anthelme",1,0,1,0,0,0
"1557","Anthia",1,0,0,1,0,0
"1558","Anthime",9,0,0.444444444444444,0.333333333333333,0.222222222222222,0
"1559","Anthinéa",1,0,1,0,0,0
"1560","Anthon",1,0,0,0,1,0
"1561","Anthone",1,0,0,1,0,0
"1562","Anthonello",1,0,0,1,0,0
"1563","Anthoni",1,0,0,1,0,0
"1564","Anthonin",14,0.142857142857143,0.214285714285714,0.5,0.0714285714285714,0.0714285714285714
"1565","Anthony",159,0.207547169811321,0.251572327044025,0.238993710691824,0.207547169811321,0.0943396226415094
"1566","Anthonyn",2,0.5,0,0,0.5,0
"1567","Anthyme",5,0.2,0.4,0.4,0,0
"1568","Anthymes",1,0,0,1,0,0
"1569","Anthéa",14,0.0714285714285714,0.357142857142857,0.214285714285714,0.214285714285714,0.142857142857143
"1570","Antian",1,0,1,0,0,0
"1571","Antier",1,0,0,0,1,0
"1572","Anto",1,0,0,0,1,0
"1573","Antoan",1,0,0,0,1,0
"1574","Antoine",856,0.0992990654205607,0.203271028037383,0.282710280373832,0.25,0.164719626168224
"1575","Antoine-François",1,0,0,0,1,0
"1576","Antoine-Jia",1,0,0,1,0,0
"1577","Antoine-Joseph",1,0,0,0,1,0
"1578","Antoinette",2,0,0,0.5,0,0.5
"1579","Antolin",1,0,0,0,0,1
"1580","Antomaria",1,0,0,0,0,1
"1581","Anton",70,0.157142857142857,0.228571428571429,0.3,0.171428571428571,0.142857142857143
"1582","Anton-Dali",1,0,1,0,0,0
"1583","Antona",1,0,1,0,0,0
"1584","Antone",9,0,0.111111111111111,0.333333333333333,0.333333333333333,0.222222222222222
"1585","Antone-Maria",1,0,1,0,0,0
"1586","Antonella",2,0,0,1,0,0
"1587","Antoni",7,0.285714285714286,0.428571428571429,0,0.285714285714286,0
"1588","Antonia",7,0.428571428571429,0,0,0.428571428571429,0.142857142857143
"1589","Antonie",1,0,1,0,0,0
"1590","Antonin",302,0.102649006622517,0.201986754966887,0.281456953642384,0.254966887417219,0.158940397350993
"1591","Antonina",2,0,0,1,0,0
"1592","Antonine",1,0,0,0,1,0
"1593","Antonio",11,0.454545454545455,0.272727272727273,0.0909090909090909,0.0909090909090909,0.0909090909090909
"1594","Antonio-Constantin",1,0,0,0,1,0
"1595","Antonn",4,0.5,0,0.25,0,0.25
"1596","Antony",17,0.117647058823529,0.470588235294118,0.176470588235294,0.176470588235294,0.0588235294117647
"1597","Antonyn",1,0,1,0,0,0
"1598","Antonyo",1,0,1,0,0,0
"1599","Antown",1,1,0,0,0,0
"1600","Antoën",1,0,0,1,0,0
"1601","Antsa",1,0,0,0,1,0
"1602","Anttom",1,0,1,0,0,0
"1603","Antton",13,0,0.153846153846154,0.230769230769231,0.384615384615385,0.230769230769231
"1604","Antunes",7,0.142857142857143,0.571428571428571,0.285714285714286,0,0
"1605","Antyme",1,0,0,1,0,0
"1606","Anté",2,0,1,0,0,0
"1607","Antò",1,0,0,1,0,0
"1608","Antòn",1,0,0,0,1,0
"1609","Antônio",1,0,0,0,1,0
"1610","Anuradha",1,0,0,0,0,1
"1611","Anushga",1,0,0,1,0,0
"1612","Anushka",1,0,0,1,0,0
"1613","Anuska",1,0,0,0,0,1
"1614","Anwar",1,0,0,0,1,0
"1615","Anya",6,0.5,0,0.166666666666667,0,0.333333333333333
"1616","Anyah",1,0,0,0,1,0
"1617","Anycia",2,0,0.5,0,0.5,0
"1618","Anycée",1,0,1,0,0,0
"1619","Anys",1,0,0,1,0,0
"1620","Anysia",2,0.5,0,0,0.5,0
"1621","Anyss",2,0,0,0.5,0.5,0
"1622","Anyssa",9,0.222222222222222,0.222222222222222,0.444444444444444,0.111111111111111,0
"1623","Anzel",1,0,0,1,0,0
"1624","Anzimdine",1,0,1,0,0,0
"1625","Anzio",1,0,0,0,0,1
"1626","Anziz",1,1,0,0,0,0
"1627","Anäé",1,0,0,0,1,0
"1628","Anès",5,0.8,0.2,0,0,0
"1629","Anélia",1,1,0,0,0,0
"1630","Anélie",1,0,0,0,1,0
"1631","Anélyne",1,1,0,0,0,0
"1632","Anémone",1,0,0,1,0,0
"1633","Ao-Leo",1,0,0,0,1,0
"1634","Aodeesh",1,0,0,1,0,0
"1635","Aoden",1,0,1,0,0,0
"1636","Aodren",9,0.333333333333333,0.111111111111111,0.444444444444444,0.111111111111111,0
"1637","Aodrenn",2,0.5,0,0,0.5,0
"1638","Aoife",1,0,0,0,1,0
"1639","Aolany",2,0,1,0,0,0
"1640","Aoldrenn",1,0,0,0,1,0
"1641","Aomar",1,0,1,0,0,0
"1642","Aona",2,0,0.5,0.5,0,0
"1643","Aouchiche",1,0,1,0,0,0
"1644","Aoued",1,1,0,0,0,0
"1645","Aoujaj",1,0,0,0,1,0
"1646","Aounit",1,0,0,1,0,0
"1647","Aouregan",3,0,0,0.666666666666667,0,0.333333333333333
"1648","Aousam",1,1,0,0,0,0
"1649","Aozen",1,0,0,0,1,0
"1650","Apalama",1,0,0,0,1,0
"1651","Apama",2,0,0,0.5,0.5,0
"1652","Apard",1,0,0,1,0,0
"1653","Aphélie",1,0,0,0,0,1
"1654","Apoline",10,0,0.5,0.3,0.1,0.1
"1655","Apollina",2,0,0,0,1,0
"1656","Apollinaire",5,0,0.4,0,0,0.6
"1657","Apolline",213,0.028169014084507,0.0751173708920188,0.248826291079812,0.300469483568075,0.347417840375587
"1658","Apollonia",2,0,0,0,1,0
"1659","Appe",1,0,0,1,0,0
"1660","Appert-Raullin",2,0,0,0.5,0.5,0
"1661","Appino",1,0,1,0,0,0
"1662","Appoline",11,0.0909090909090909,0.0909090909090909,0.454545454545455,0.181818181818182,0.181818181818182
"1663","Appolonia",1,0,1,0,0,0
"1664","Appolyne",1,0,0,1,0,0
"1665","Appriou",1,0,0,0,1,0
"1666","April",9,0.333333333333333,0,0.333333333333333,0.111111111111111,0.222222222222222
"1667","Aprin",1,0,0,0,0,1
"1668","Apshora",1,0,1,0,0,0
"1669","Aqsa",1,1,0,0,0,0
"1670","Aquiles",1,0,0,1,0,0
"1671","Aquilina",1,0,0,0,1,0
"1672","Arab",2,0.5,0,0.5,0,0
"1673","Arachchilage",1,0,0,0,0,1
"1674","Arafat",1,0,1,0,0,0
"1675","Aragao",1,0,0,0,0,1
"1676","Aragon",2,0,0,0,1,0
"1677","Arakel",1,0,0,0,1,0
"1678","Araksya",1,0,0,0,1,0
"1679","Aram",2,0,0.5,0.5,0,0
"1680","Aramata",1,0,0,1,0,0
"1681","Aramatou",1,0,0,1,0,0
"1682","Araminthe",1,0,1,0,0,0
"1683","Aramis",1,0,0,1,0,0
"1684","Aranda",1,0,0,0,0,1
"1685","Arane",1,0,0,1,0,0
"1686","Arantxa",1,0,0,0,1,0
"1687","Aras",4,0,0.5,0.5,0,0
"1688","Arasa",1,1,0,0,0,0
"1689","Arasco",1,0,0,1,0,0
"1690","Araujo",10,0.2,0.1,0.6,0.1,0
"1691","Arauz",1,0,0,0,1,0
"1692","Aravane",1,0,0,1,0,0
"1693","Aravinth",1,1,0,0,0,0
"1694","Arbabi",1,0,0,0,1,0
"1695","Arbaoui",1,1,0,0,0,0
"1696","Arbelot",1,0,1,0,0,0
"1697","Arberesha",1,0,1,0,0,0
"1698","Arbia",1,0,1,0,0,0
"1699","Arbillot",1,0,0,0,1,0
"1700","Arbion",1,0,0,0,0,1
"1701","Arbjan",1,1,0,0,0,0
"1702","Arcaddy",1,0,0,0,1,0
"1703","Arcando",1,0,0,0,1,0
"1704","Arcange",1,0,0,0,1,0
"1705","Archade",1,0,0,1,0,0
"1706","Archadi",1,1,0,0,0,0
"1707","Archibald",5,0,0.2,0,0.6,0.2
"1708","Archimbault",1,1,0,0,0,0
"1709","Arda",24,0.375,0.333333333333333,0.208333333333333,0.0833333333333333,0
"1710","Ardeneus",1,0,0,0,0,1
"1711","Ardil",1,0,1,0,0,0
"1712","Ardiot",1,0,0,1,0,0
"1713","Ardjoune",1,0,0,1,0,0
"1714","Ardo",1,1,0,0,0,0
"1715","Areeb",1,0,0,0,1,0
"1716","Arelise",1,0,0,0,1,0
"1717","Arelo",1,0,1,0,0,0
"1718","Arena",1,0,0,0,0,1
"1719","Arenas",2,0,1,0,0,0
"1720","Areti",2,0,0.5,0,0.5,0
"1721","Arevalo",2,0,0.5,0,0.5,0
"1722","Arezki",3,0.333333333333333,0.666666666666667,0,0,0
"1723","Arfan-Youzhny",1,0,1,0,0,0
"1724","Argane",1,0,0,0,1,0
"1725","Argantaël",1,0,0,0,0,1
"1726","Argouarch",1,0,1,0,0,0
"1727","Arhie",1,0,0,0,0,1
"1728","Ari",2,0,0,0,1,0
"1729","Aria",4,0.5,0,0,0,0.5
"1730","Ariadna",2,0.5,0,0,0,0.5
"1731","Arian",2,0.5,0,0,0.5,0
"1732","Ariana",1,0,0,0,1,0
"1733","Ariana-Raisa",1,0,0,0,1,0
"1734","Ariane",8,0.125,0.125,0.125,0.25,0.375
"1735","Arianna",2,0,0,0.5,0,0.5
"1736","Arianne-Rose",1,0,0,0,1,0
"1737","Aridj",1,0,1,0,0,0
"1738","Ariel",10,0,0.2,0.1,0.4,0.3
"1739","Ariella",1,0,0,0,0,1
"1740","Arielle",7,0,0,0,0.857142857142857,0.142857142857143
"1741","Ariihei",1,0,0,1,0,0
"1742","Arij",7,0.142857142857143,0.142857142857143,0.428571428571429,0.142857142857143,0.142857142857143
"1743","Arije",3,0.666666666666667,0,0,0.333333333333333,0
"1744","Arin",2,0,0,0,0,1
"1745","Arina",5,0.2,0.2,0,0.2,0.4
"1746","Arine",2,0.5,0,0,0,0.5
"1747","Arinola",1,0,0,1,0,0
"1748","Arion",1,0,0,1,0,0
"1749","Arisa",2,0.5,0.5,0,0,0
"1750","Aristide",13,0,0.384615384615385,0.461538461538462,0.0769230769230769,0.0769230769230769
"1751","Aristir",1,0,1,0,0,0
"1752","Aristée",1,0,0,0,1,0
"1753","Aritz",2,0,0,1,0,0
"1754","Arivumathi",1,0,1,0,0,0
"1755","Arizzi",1,1,0,0,0,0
"1756","Arizzoli",1,0,0,0,0,1
"1757","Arié",1,0,0,1,0,0
"1758","Arjana",1,0,0,0,1,0
"1759","Arjän",1,0,1,0,0,0
"1760","Arkadi",1,0,0,1,0,0
"1761","Arkaitz",1,0,0,0,1,0
"1762","Arkange",1,0,1,0,0,0
"1763","Arkhadi",1,0,0,1,0,0
"1764","Arlaud",1,0,0,1,0,0
"1765","Arletty",1,0,0,0,0,1
